datetime,day_type,line,weather,event_name,event_passengers_per_hr,expected_passengers_per_hr
2026-01-19T09:00,weekday,Ampang,clear,,0,2640
2026-01-19T10:00,weekday,Ampang,stormy,,0,1854
2026-01-19T11:00,weekday,Ampang,cloudy,,0,2562
2026-01-19T12:00,weekday,Ampang,cloudy,,0,2373
2026-01-19T13:00,weekday,Ampang,cloudy,,0,2384
2026-01-19T14:00,weekday,Sri Petaling,clear,,0,2465
2026-01-19T15:00,weekday,Sri Petaling,clear,,0,2301
2026-01-19T16:00,weekday,Sri Petaling,clear,,0,2472
2026-01-19T17:00,weekday,Ampang,stormy,,0,3460
2026-01-19T18:00,weekday,Kelana Jaya,cloudy,,0,5141
2026-01-19T19:00,weekday,Ampang,rainy,,0,2329
2026-01-19T20:00,weekday,Kelana Jaya,clear,,0,2453
2026-01-19T21:00,weekday,Sri Petaling,rainy,,0,2317
2026-01-19T22:00,weekday,Sri Petaling,clear,,0,2469
2026-01-19T23:00,weekday,Kelana Jaya,clear,,0,823
2026-01-20T00:00,weekday,Ampang,clear,,0,725
2026-01-20T01:00,weekday,Sri Petaling,clear,,0,779
2026-01-20T02:00,weekday,Kelana Jaya,cloudy,,0,764
2026-01-20T03:00,weekday,Ampang,cloudy,,0,721
2026-01-20T04:00,weekday,Kelana Jaya,clear,,0,799
2026-01-20T05:00,weekday,Sri Petaling,cloudy,,0,801
2026-01-20T06:00,weekday,Ampang,stormy,,0,1789
2026-01-20T07:00,weekday,Ampang,stormy,,0,3245
2026-01-20T08:00,weekday,Ampang,clear,,0,5213
2026-01-20T09:00,weekday,Sri Petaling,clear,,0,2743
2026-01-20T10:00,weekday,Ampang,stormy,,0,1767
2026-01-20T11:00,weekday,Ampang,clear,,0,2605
2026-01-20T12:00,weekday,Sri Petaling,stormy,,0,1701
2026-01-20T13:00,weekday,Kelana Jaya,clear,,0,2646
2026-01-20T14:00,weekday,Ampang,clear,Festival,3344,5690
2026-01-20T15:00,weekday,Kelana Jaya,rainy,,0,1949
2026-01-20T16:00,weekday,Ampang,clear,,0,2609
2026-01-20T17:00,weekday,Ampang,rainy,,0,4524
2026-01-20T18:00,weekday,Kelana Jaya,clear,,0,5142
2026-01-20T19:00,weekday,Ampang,cloudy,,0,2301
2026-01-20T20:00,weekday,Sri Petaling,rainy,,0,2238
2026-01-20T21:00,weekday,Ampang,clear,,0,2684
2026-01-20T22:00,weekday,Sri Petaling,clear,,0,2332
2026-01-20T23:00,weekday,Sri Petaling,clear,,0,871
2026-01-21T00:00,weekday,Ampang,rainy,,0,646
2026-01-21T01:00,weekday,Sri Petaling,stormy,,0,574
2026-01-21T02:00,weekday,Sri Petaling,rainy,,0,699
2026-01-21T03:00,weekday,Sri Petaling,rainy,,0,701
2026-01-21T04:00,weekday,Sri Petaling,stormy,,0,607
2026-01-21T05:00,weekday,Kelana Jaya,clear,,0,871
2026-01-21T06:00,weekday,Ampang,rainy,,0,2238
2026-01-21T07:00,weekday,Sri Petaling,cloudy,,0,4748
2026-01-21T08:00,weekday,Sri Petaling,stormy,,0,3819
2026-01-21T09:00,weekday,Kelana Jaya,cloudy,,0,2462
2026-01-21T10:00,weekday,Ampang,clear,Coldplay Concert,1647,4096
2026-01-21T11:00,weekday,Ampang,cloudy,,0,2425
2026-01-21T12:00,weekday,Sri Petaling,clear,,0,2744
2026-01-21T13:00,weekday,Ampang,clear,,0,2435
2026-01-21T14:00,weekday,Kelana Jaya,rainy,,0,2110
2026-01-21T15:00,weekday,Ampang,clear,,0,2298
2026-01-21T16:00,weekday,Ampang,clear,,0,2459
2026-01-21T17:00,weekday,Ampang,clear,,0,5221
2026-01-21T18:00,weekday,Kelana Jaya,clear,,0,5014
2026-01-21T19:00,weekday,Ampang,cloudy,,0,2180
2026-01-21T20:00,weekday,Sri Petaling,cloudy,,0,2251
2026-01-21T21:00,weekday,Ampang,rainy,Public Holiday,3027,4789
2026-01-21T22:00,weekday,Sri Petaling,stormy,,0,1762
2026-01-21T23:00,weekday,Ampang,clear,,0,762
2026-01-22T00:00,weekday,Ampang,clear,,0,784
2026-01-22T01:00,weekday,Sri Petaling,rainy,,0,687
